category,taste_level,service_level,name,level,price,env_level,lon,comments,shop_id,address,lat,tags,open_time
"
            深圳餐厅
        ",口味：7.1,,"
马榴香榴莲王(世纪汇店)
    ",准四星商户,人均：50元,环境：7.1,"http://apis.map.qq.com/ws/staticmap/v2/?key=I3OBZ-MBSRQ-WBJ5P-G5VZS-QGAIF-Y7B27&size=240*90&center=22.541528,114.084223&zoom=15&markers=icon:http://i2.dpfile.com/lib/1.0/map/img/marker.png|22.541528,114.084223",93条评论,http://www.dianping.com/shop/65580662,"
    华强北世纪汇广场L1(赛百味旁)
    ","http://apis.map.qq.com/ws/staticmap/v2/?key=I3OBZ-MBSRQ-WBJ5P-G5VZS-QGAIF-Y7B27&size=240*90&center=22.541528,114.084223&zoom=15&markers=icon:http://i2.dpfile.com/lib/1.0/map/img/marker.png|22.541528,114.084223",味道赞(15),"
                    09:00-22:30 周一至周日
                "
