category,taste_level,service_level,name,level,price,env_level,lon,comments,shop_id,address,lat,tags,open_time
深圳餐厅|海岸城|火锅|四川火锅,8.6,8.9,华神火锅(天利名城店),准五星商户,96,8.6,113.935599,1772条评论,14174810,海德三道天利名城购物中心4楼(海岸城对面),22.51886,回头客(71)|上菜快(7)|约会圣地(4)|饮品赞(14)|分量足(31)|菜品不错(46)|味道赞(188)|环境优雅(82)|服务热情(347)|性价比高(50),10:00到23:00
深圳餐厅|南头|火锅,8.5,8.4,胡须佬鸡煲四季火锅店(南新路店),准五星商户,81,7.5,113.91897,239条评论,27597189,南新路2050号(田厦公交站台旁),22.52999,回头客(11)|肉类好(12)|分量足(7)|味道赞(48)|菜品不错(3)|服务热情(38)|性价比高(11)|体验好(6)|深夜食堂(10)|环境一般(9),11:00~04:00
深圳餐厅|华侨城|清真菜,8.8,8.6,悦宁荟清真菜,准五星商户,116,9.1,113.98421,196条评论,43616391,侨城西街生态广场A101号,22.5372,回头客(3)|高大上(6)|菜品不错(27)|分量足(6)|味道赞(45)|环境优雅(41)|服务热情(24)|性价比高(4)|请客(3)|羊肉(48),中午时间 11:00-14:00 周一至周日;晚餐时间 17:30-22:00 周一至周日
深圳餐厅|前海|火锅,7.2,7.2,益记清远鸡煲,准四星商户,人均：-,7.2,113.916264,2条评论,58969450,南山街道大板桥巷66号,22.526515,,尚无营业时间
深圳餐厅|南山区|火锅|四川火锅,0.0,0.0,六福签冷串串,该商户暂无星级,人均：-,0.0,113.92872,1条评论,67596489,南商路深蓝公寓102商铺,22.512955,,尚无营业时间
深圳餐厅|南山区|火锅,0.0,0.0,方圆四季椰子鸡,该商户暂无星级,人均：-,0.0,113.966925,4条评论,69662504,白石洲石洲中路56号黔老大烤鱼隔壁,22.533663,,尚无营业时间
深圳餐厅|南油|火锅,0.0,0.0,奎山公社餐厅,该商户暂无星级,84,0.0,113.923978,62条评论,66393574,创业路东方海雅居一楼(人人乐对面),22.516451,,中午 10:00-14:30 周一至周日;下午 16:00-22:00 周一至周日
深圳餐厅|华侨城|川菜|烤鱼,7.5,7.1,川福林烤鱼城(白石洲店),准四星商户,73,7.2,113.9669799,311条评论,5147597,白石洲村西一坊7号2-3楼(美庐锦园对面),22.53576899,回头客(21)|肉类好(4)|菜品不错(26)|味道赞(39)|性价比高(12)|停车方便(3)|价格实惠(7)|服务热情(9)|体验好(4),10:00-23:00
深圳餐厅|白石洲|火锅,8.1,7.4,六顺牛肉店,四星商户,52,7.1,113.969099,22条评论,24887093,新塘街白石洲新塘村中核集团7栋楼下(黄焖鸡米饭隔壁),22.547278,,午市 11:00-14:00 周一至周日;晚市 17:00-01:00 周一至周日
深圳餐厅|科技园|火锅,8.0,8.0,粥底捞,四星商户,67,8.1,113.951985,85条评论,22250576,西丽松坪山村群芳街123号,22.558206,回头客(4)|味道赞(5)|服务热情(18)|环境优雅(4)|火锅(6)|煲仔饭(3)|价格高(3),10:00—24：00
深圳餐厅|科技园|火锅,7.4,7.1,春禾园猪肚鸡,准四星商户,68,7.1,113.944821,50条评论,13808904,科发路5号2楼,22.542871,,尚无营业时间
深圳餐厅|蛇口|火锅,8.2,7.0,胖子牛蹄,准四星商户,44,6.6,113.930595,45条评论,14747598,湾厦路（近东角头地铁站（宝狮杂碎小食隔壁））(近东角头地铁站（宝狮杂碎小食隔壁）),22.485182,,尚无营业时间
深圳餐厅|南头|火锅,7.6,7.2,金鑫记渝人码头(重庆火锅),准四星商户,89,7.4,113.927806,21条评论,69702942,艺园路汇金家园B1B2,22.54801,,尚无营业时间
