category,taste_level,service_level,name,level,price,env_level,lon,comments,shop_id,address,lat,tags,open_time
深圳餐厅|南油|火锅,9.0,9.0,优客香鹅掌(南山总店),五星商户,74,8.8,113.923139,849条评论,21107975,南山大道南海大厦(近中油大厦),22.519945,回头客(46)|有表演(4)|上菜快(4)|肉类好(8)|分量足(41)|饮品赞(4)|味道赞(180)|菜品不错(24)|环境优雅(68)|服务热情(282),10:00-22:00 周一至周日
深圳餐厅|南头|火锅|四川火锅,8.9,8.2,源杨记串串香(直营南新总店),准五星商户,77,7.8,113.91921,873条评论,4115295,南新路与桃园路交接处田夏商业大厦2076-2078号铺,22.53154,回头客(68)|撸串圣地(8)|牛肉赞(8)|味道赞(143)|菜品不错(18)|环境优雅(29)|服务热情(40)|性价比高(26)|深夜食堂(11),上午11点-凌晨2点
深圳餐厅|西丽|火锅|四川火锅,8.8,8.8,源杨记串串香(西丽店),准五星商户,69,9.1,113.947841,86条评论,66497743,石鼓路鼎胜金域世家首层(环中线西丽站F出口西行200米然后右拐),22.582176,回头客(5)|菜品不错(4)|味道赞(13)|环境优雅(12)|服务热情(22)|价格实惠(3)|火锅(8),尚无营业时间
深圳餐厅|西丽|火锅,9.0,8.7,园闰椰子鸡(总店),准五星商户,86,8.7,113.953752,887条评论,17924338,西丽同沙路新围村中泰楼一楼(深职院东校区南门斜对面，中泰宾馆旁边),22.583896,回头客(60)|上菜快(8)|约会圣地(5)|肉类好(33)|味道赞(142)|环境优雅(51)|菜品不错(10)|服务热情(97)|性价比高(37),11:00-22:30
深圳餐厅|白石洲|东北菜,8.6,8.2,东北新农村铁锅炖,准五星商户,58,8.2,113.972891,27条评论,69618424,沙河街道白石路京基百纳广场武警基地8号院,22.530748,,10:30-23:00 周一至周日
深圳餐厅|西丽|火锅|牛肉火锅,8.6,8.1,陈喜记潮汕牛肉火锅(西丽店),准五星商户,80,7.7,113.961446,289条评论,41681467,留仙大道创客美食汇18栋1楼4号铺(大学城地铁站B出口),22.580487,回头客(17)|上菜快(3)|牛肉赞(33)|分量足(7)|味道赞(36)|菜品不错(3)|停车方便(5)|服务热情(25)|价格实惠(8)|性价比高(5),午市，晚市 11:00-22:00 周一至周日
深圳餐厅|白石洲|火锅,8.8,8.3,四季椰林椰子鸡(南山店),准五星商户,108,8.9,113.968606,1404条评论,22689558,白石路京基百纳广场3层01A铺,22.531217,回头客(91)|约会圣地(6)|肉类好(35)|味道赞(232)|环境优雅(118)|菜品不错(28)|服务热情(166)|朋友聚餐(7)|闺蜜聚会(4),10:00-22:30
深圳餐厅|南山区|火锅|牛肉火锅,8.7,8.6,原牛道牛肉火锅(A8音乐大厦店),准五星商户,135,9.1,113.938813,227条评论,66109240,粤海街道高新科技园科园路1002号A8音乐大厦101(猫屎咖啡往停车场入口方向),22.52232,回头客(9)|牛肉赞(24)|高大上(5)|环境优雅(40)|味道赞(26)|服务热情(29)|菜品不错(3)|性价比高(8)|体验好(6)|火锅(22),晚市 17:30-21:30 周一至周日;午市 11:30-14:30 周一至周日
深圳餐厅|南头|海鲜,9.0,8.8,海大大 蒸汽海鲜主题餐厅,准五星商户,154,8.6,113.9201,484条评论,27009507,金鸡路34号四季丽晶大厦二楼(南新路欢乐颂麦当劳旁),22.53414,回头客(12)|海鲜棒(22)|肉类好(5)|味道赞(41)|环境优雅(35)|服务热情(68)|菜品不错(8)|性价比高(30)|体验好(15)|请客(3),11:00——24:00
深圳餐厅|南头|火锅|牛肉火锅,8.8,9.1,大埕润记潮味牛肉店,五星商户,65,9.1,113.923857,74条评论,67231411,南头街大新路308号(中山公园东门斜对面南头派出所南侧200米),22.548209,回头客(4)|牛肉赞(9)|味道赞(14)|环境优雅(9)|服务热情(16)|体验好(4)|性价比高(3)|朋友聚餐(3)|椰子鸡(7)|火锅(4),尚无营业时间
深圳餐厅|南山中心区|自助餐,8.3,8.4,海仙会SEA FRESH海鲜姿造,四星商户,413,8.9,113.933826,1441条评论,27139871,文心三路9号中洲控股大厦B座裙楼二楼,22.517856,回头客(51)|约会圣地(5)|上菜快(5)|海鲜棒(52)|高大上(43)|点心好(12)|菜品不错(51)|朋友聚餐(15)|现做现卖(11)|请客(8),12:00-21:30 周一至周日
深圳餐厅|海岸城|火锅|四川火锅,8.6,8.9,华神火锅(天利名城店),准五星商户,96,8.6,113.935599,1772条评论,14174810,海德三道天利名城购物中心4楼(海岸城对面),22.51886,回头客(71)|上菜快(7)|约会圣地(4)|饮品赞(14)|分量足(31)|菜品不错(46)|味道赞(188)|环境优雅(82)|服务热情(347)|性价比高(50),10:00到23:00
深圳餐厅|南头|火锅,8.5,8.4,胡须佬鸡煲四季火锅店(南新路店),准五星商户,80,7.5,113.91897,239条评论,27597189,南新路2050号(田厦公交站台旁),22.52999,回头客(11)|肉类好(12)|分量足(7)|味道赞(48)|菜品不错(3)|服务热情(38)|性价比高(11)|体验好(6)|深夜食堂(10)|环境一般(9),11:00~04:00
深圳餐厅|蛇口|火锅,8.6,8.4,九号码头热火花胶火锅料理(海上世界),准五星商户,106,8.6,113.915983,720条评论,21001319,蛇口海上世界广场A区2号楼203(明华轮侧对面，TAKE海鲜超市楼上),22.483533,回头客(25)|上菜快(6)|牛肉赞(15)|高大上(6)|分量足(25)|菜品不错(29)|味道赞(115)|环境优雅(43)|性价比高(62)|服务热情(98),"全天 11:00-23:00 周一,周二,周三,周四,周五,周六,周日"
深圳餐厅|蛇口|火锅|四川火锅,8.5,8.4,洞子张老匠火锅(蛇口店),准五星商户,96,8.7,113.927024,1306条评论,19092118,蛇口新街152号白云路与蛇口新街交汇处(蛇口大厦对面，大铲宾馆),22.488998,回头客(80)|上菜快(3)|饮品赞(12)|味道赞(166)|菜品不错(24)|环境优雅(60)|服务热情(133)|性价比高(41)|停车方便(5),11:00-02:00
深圳餐厅|蛇口|火锅,8.7,8.4,常润椰子鸡(网谷店),准五星商户,100,9.0,113.915626,1025条评论,18496824,南海大道1029号，与工业四路交汇处，万融大厦A座1A层（大厦背面）(蛇口网谷公交站台),22.490641,回头客(74)|肉类好(27)|味道赞(159)|菜品不错(21)|分量足(9)|环境优雅(110)|停车方便(9)|服务热情(107)|性价比高(21),11:00——21:30
深圳餐厅|前海|川菜,8.6,9.0,热卤渔府,准五星商户,77,8.7,113.914493,43条评论,67665227,前海路1120号(七天酒店旁),22.520887,分量足(4)|味道赞(15)|停车方便(3)|环境优雅(5)|服务热情(15)|体验好(4),午餐，晚餐，宵夜 11:00-00:00 周一至周日
深圳餐厅|香蜜湖|火锅,8.1,8.0,印象草原(原大草原),四星商户,101,8.1,114.036112,781条评论,15116822,深南大道6068号(香蜜湖度假村内),22.540817,回头客(30)|有表演(10)|饮品赞(9)|菜品不错(30)|味道赞(96)|环境优雅(45)|服务热情(75)|请客(7)|羊肉(138)|烤全羊(46)|午餐(23),10：00-14：00，17：00-23：30
深圳餐厅|科技园|火锅,8.1,8.4,竹乡味(竹林鸡煲),四星商户,88,9.0,113.94163,350条评论,27023967,科技中三路1号海王银河科技大厦4楼(罗宝线深大地铁站A3出口往西200米),22.54048,回头客(12)|肉类好(20)|味道赞(51)|菜品不错(7)|环境优雅(57)|服务热情(61)|停车方便(3)|性价比高(6)|朋友聚餐(3),"晚市 17:30-22:00 周一,周二,周三,周四,周五,周六,周日;午市 11:30-14:00 周一,周..."
深圳餐厅|香蜜湖|火锅|四川火锅,8.4,7.7,川福林火锅(香蜜湖店),准五星商户,89,7.8,114.033607,1479条评论,2220025,深南大道6038号香蜜湖度假村美食城8号铺(红荔西路水榭花都斜对面),22.542779,回头客(102)|上菜快(6)|约会圣地(3)|菜品不错(60)|分量足(24)|味道赞(218)|环境优雅(85)|停车方便(15)|服务热情(78),10:00-23:00
深圳餐厅|南头|火锅,8.6,9.0,金鸡椰子鸡音乐主题餐厅(南山店),准五星商户,94,9.1,113.923371,260条评论,59402458,南山大道2013-6，近虾堂(南航公司对面),22.525356,回头客(15)|肉类好(12)|环境优雅(57)|味道赞(41)|菜品不错(8)|服务热情(57)|性价比高(11)|体验好(6)|椰子鸡(95)|煲仔饭(42),尚无营业时间
深圳餐厅|南油|火锅|四川火锅,8.5,8.8,三青四绿·火锅,准五星商户,130,9.2,113.92521,143条评论,58440195,登良路公园道大厦B座2楼210A-212D商铺(来福士广场旁),22.51159,回头客(4)|牛肉赞(6)|菜品不错(6)|味道赞(25)|环境优雅(18)|服务热情(11)|体验好(5)|性价比高(4)|朋友聚餐(3),晚市 17:30-22:30 周一至周日;午市 11:30-14:00 周一至周日
深圳餐厅|西丽|火锅|四川火锅,8.5,8.8,徐妹串串香(悦方广场店),准五星商户,53,8.6,113.944743,132条评论,65855492,西丽留仙大道悦方广场1楼L139号铺,22.58092,回头客(9)|上菜快(3)|肉类好(9)|分量足(7)|味道赞(33)|菜品不错(6)|环境优雅(16)|服务热情(16)|体验好(5)|性价比高(4),上午11:00-晚上9:00
深圳餐厅|南头|火锅|涮涮锅,8.8,8.6,千味涮(欢乐颂店),准五星商户,66,8.6,113.92026,1027条评论,4197204,南新路3020号欢乐颂购物中心4层,22.53479,回头客(52)|上菜快(17)|约会圣地(6)|菜品不错(26)|饮品赞(3)|味道赞(80)|环境优雅(49)|服务热情(93)|性价比高(45),尚无营业时间
深圳餐厅|海岸城|火锅,8.3,8.6,数签签,四星商户,48,8.0,113.939443,117条评论,65000744,后海滨路深圳保利文化广场A座2楼保利食街51号铺(近后海地铁站E出口),22.516964,主食赞(3)|味道赞(20)|服务热情(26)|性价比高(5)|环境优雅(4)|菜品少(4)|午餐(7)|自助餐(3)|分量少(4),尚无营业时间
深圳餐厅|欢乐海岸|火锅,8.4,7.6,润园四季椰子鸡(欢乐海岸店),四星商户,113,8.1,113.992421,819条评论,18049138,白石路东8号欢乐海岸5#F2(西),22.523074,回头客(45)|肉类好(34)|体验舒服(4)|分量足(10)|味道赞(95)|菜品不错(12)|环境优雅(71)|请客(7)|朋友聚餐(6)|深夜食堂(5),11:00-22:30
深圳餐厅|南头|火锅,8.6,8.9,味道大吉外卖火锅,准五星商户,,8.7,113.916999,33条评论,68998058,一甲片区A-2地块路东方新地苑裙楼124,22.540527,上菜快(3)|菜品不错(6)|分量足(3)|味道赞(5)|价格实惠(3)|火锅(21)|羊肉(6),09:00-21:00 周一至周日
深圳餐厅|海岸城|火锅|涮涮锅,8.5,8.4,千味涮(海岸城店),准五星商户,76,8.6,113.93633,1229条评论,6119621,文心五路33号海岸城购物中心4楼402号铺(近海德三道),22.516802,回头客(78)|上菜快(32)|菜品不错(34)|味道赞(89)|服务热情(119)|环境优雅(49)|性价比高(52)|价格实惠(22)|体验好(20),10:00-22:00
深圳餐厅|南山区|火锅|四川火锅,0.0,0.0,六福签冷串串,该商户暂无星级,,0.0,113.92872,1条评论,67596489,南商路深蓝公寓102商铺,22.512955,,尚无营业时间
深圳餐厅|南山区|火锅,0.0,0.0,方圆四季椰子鸡,该商户暂无星级,,0.0,113.966925,4条评论,69662504,白石洲石洲中路56号黔老大烤鱼隔壁,22.533663,,尚无营业时间
深圳餐厅|南油|火锅,0.0,0.0,奎山公社餐厅,该商户暂无星级,83,0.0,113.923978,62条评论,66393574,创业路东方海雅居一楼(人人乐对面),22.516451,,中午 10:00-14:30 周一至周日;下午 16:00-22:00 周一至周日
深圳餐厅|华侨城|川菜|烤鱼,7.5,7.1,川福林烤鱼城(白石洲店),准四星商户,73,7.2,113.9669799,311条评论,5147597,白石洲村西一坊7号2-3楼(美庐锦园对面),22.53576899,回头客(21)|肉类好(4)|菜品不错(26)|味道赞(39)|性价比高(12)|停车方便(3)|价格实惠(7)|服务热情(9)|体验好(4),10:00-23:00
深圳餐厅|南头|火锅|四川火锅,9.1,8.8,源杨记串串香(直营南光店),五星商户,83,8.2,113.924638,240条评论,45505475,南山街道海德二道南光花园7栋底层412号,22.520966,回头客(15)|撸串圣地(3)|菜品不错(14)|味道赞(46)|服务热情(25)|环境优雅(11)|性价比高(4)|朋友聚餐(3)|火锅(23),尚无营业时间
深圳餐厅|南山中心区|火锅|四川火锅,8.7,8.4,犟娃重庆老火锅(南山店),准五星商户,100,8.8,113.92848,364条评论,58488985,海德一道保利城花园1楼,22.51622,回头客(14)|牛肉赞(10)|菜品不错(23)|味道赞(51)|环境优雅(19)|服务热情(50)|性价比高(11)|体验好(4)|复古(4)|火锅(102),11:00-22:00 周一至周日
深圳餐厅|海岸城|火锅,8.8,8.4,很2牛杂火锅(海岸城天利店),准五星商户,81,8.7,113.934204,318条评论,43717841,海德二道海岸城旁边天利中央商务广场一期一楼114铺(海岸城旁),22.518539,回头客(17)|牛肉赞(14)|饮品赞(8)|分量足(28)|味道赞(57)|环境优雅(25)|菜品不错(4)|服务热情(29)|性价比高(10)|体验好(4),11:00-02:00
深圳餐厅|南山中心区|火锅,8.9,9.1,锅锅帅羊蝎子火锅,五星商户,73,9.1,113.927749,273条评论,27130031,南海大道东保利城花园裙楼F1-A04号商铺,22.516458,回头客(18)|菜品不错(16)|分量足(6)|味道赞(62)|环境优雅(44)|服务热情(61)|体验好(6)|性价比高(3)|价格实惠(3),10:30-00:00 周一至周日
深圳餐厅|南油|粤菜,9.0,8.9,渔米粥(信和自由广场店),五星商户,106,9.1,113.924717,2381条评论,16969384,南海大道信和自由广场3楼(蛇口沃尔玛北侧),22.506518,回头客(134)|上菜快(8)|约会圣地(3)|海鲜棒(8)|肉类好(43)|点心好(10)|味道赞(320)|菜品不错(105)|分量足(33)|环境优雅(176),11:00—14:30     17:00—22:30
深圳餐厅|华侨城|火锅|四川火锅,8.6,9.0,麻辣尚席火锅(华侨城店),准五星商户,142,9.2,113.992691,120条评论,68984862,创意园文昌街15号,22.539809,回头客(5)|上菜快(3)|菜品不错(9)|味道赞(31)|环境优雅(24)|服务热情(27)|体验好(4)|请客(3)|火锅(47)|江河湖海鲜(8),11:00-0:00 周一至周日
深圳餐厅|海岸城|火锅,7.8,8.7,沸点 Boiling Point(海岸城门店),四星商户,78,8.3,113.93655,712条评论,32472597,文心五路33号海岸城西座2楼228号,22.51864,回头客(21)|上菜快(5)|约会圣地(3)|主食赞(10)|饮品赞(39)|分量足(28)|味道赞(102)|菜品不错(20)|服务热情(112)|环境优雅(27),沸点臭臭锅
深圳餐厅|南油|火锅|四川火锅,8.3,8.2,大龙燚火锅店(南山店),四星商户,123,8.1,113.923673,726条评论,52342736,南山大道2009号一楼D区(南方航空大厦对面),22.525662,回头客(20)|牛肉赞(12)|菜品不错(27)|味道赞(83)|服务热情(79)|环境优雅(15)|朋友聚餐(8)|深夜食堂(6)|闺蜜聚会(6),10：30-次日2：00
深圳餐厅|南油|火锅|四川火锅,8.8,8.7,四川香天下火锅(南山大道店),准五星商户,105,9.1,113.9215,395条评论,63195975,南山大道1088号枫叶大厦首层,22.5169,回头客(16)|有表演(8)|菜品不错(22)|味道赞(58)|环境优雅(32)|服务热情(114)|停车方便(3)|体验好(8)|复古(4)|火锅(100),"全天 周一,周日"
深圳餐厅|南山中心区|火锅,8.4,8.4,食途(海岸城保利店),四星商户,76,9.0,113.939286,224条评论,66481985,保利文化广场A区2楼8号铺,22.516878,回头客(6)|约会圣地(3)|上菜快(3)|分量足(24)|菜品不错(8)|味道赞(39)|环境优雅(32)|服务热情(43)|体验好(8)|性价比高(7),11:00-22:00 周一至周日
深圳餐厅|南油|火锅,8.7,8.6,华神火锅(南山大道店),准五星商户,90,8.4,113.923448,1274条评论,522234,南山大道2011号(漓江又一轩旁),22.525061,回头客(79)|上菜快(11)|约会圣地(5)|分量足(27)|菜品不错(44)|饮品赞(5)|味道赞(159)|环境优雅(53)|服务热情(209)|性价比高(39),10:00——14:00 17:00——02:00
深圳餐厅|华侨城|火锅|四川火锅,8.6,8.8,四川香天下火锅(华侨城店),准五星商户,110,8.9,113.991982,2175条评论,22464887,汕头街华侨城东部市场3楼303(近恩平街),22.538223,回头客(129)|约会圣地(9)|有表演(8)|饮品赞(22)|菜品不错(94)|味道赞(290)|环境优雅(156)|服务热情(365)|朋友聚餐(7),10:30-22:30 周一至周日
深圳餐厅|南油|火锅,8.9,9.0,蜀炊串串香火锅(南山店),五星商户,69,8.5,113.922224,381条评论,57963579,登良路与南光路交叉口南光路34号，龙佳园小区113号门市(海王星辰药房旁),22.513074,回头客(18)|撸串圣地(4)|约会圣地(3)|牛肉赞(9)|饮品赞(4)|菜品不错(19)|味道赞(76)|环境优雅(34)|服务热情(76),11:00-02:00 周一至周日
深圳餐厅|南油|火锅|四川火锅,8.9,8.8,小龙坎重庆火锅(深圳店),准五星商户,121,9.0,113.928802,317条评论,58509560,粤海龙城路与南商路交汇处龙珠阁101号铺,22.512851,回头客(12)|上菜快(3)|牛肉赞(7)|菜品不错(23)|味道赞(55)|服务热情(58)|环境优雅(13)|体验好(10)|性价比高(6)|朋友聚餐(3),10:00-02:00 周一至周日
深圳餐厅|南头|火锅,8.5,8.1,同仁四季音乐主题餐厅(南山LOFT店),准五星商户,100,8.7,113.92274,4320条评论,21118014,金鸡路1号田厦翡翠明珠1楼C5室(近圣淘沙酒店翡翠店),22.53371,回头客(339)|约会圣地(17)|有表演(6)|肉类好(88)|高大上(5)|味道赞(605)|深夜食堂(48)|朋友聚餐(26)|闺蜜聚会(12)|家庭聚餐(7),24小时营业
深圳餐厅|南山区|火锅|牛肉火锅,7.6,7.6,牛小聚鲜牛肉火锅(南山店),准四星商户,92,8.0,113.923909,236条评论,58330192,学府路与南山大道交汇处福临苑2楼(花厨坊音乐餐厅旁),22.527203,回头客(6)|牛肉赞(33)|味道赞(27)|菜品不错(3)|服务热情(29)|环境优雅(12)|性价比高(7)|体验好(7)|火锅(21)|午餐(9),11:00-14:00；17:00-22:00
深圳餐厅|南油|火锅,8.4,8.8,黄记煌三汁焖锅(信和店),准五星商户,78,8.8,113.924721,1090条评论,14909889,南海大道信和自由广场2楼麦当劳楼上,22.506543,回头客(76)|约会圣地(5)|上菜快(4)|菜品不错(13)|味道赞(133)|环境优雅(81)|服务热情(190)|性价比高(59)|停车方便(4),10:00-22:00 周一至周日
深圳餐厅|西丽|火锅,7.1,6.9,深职院潮州牛肉店,准四星商户,55,6.8,113.952872,116条评论,15965805,新围村215-1号(西丽366大街旁，深职院南门对面),22.584538,回头客(4)|牛肉赞(5)|味道赞(11)|性价比高(7)|服务热情(7)|火锅(4)|烧烤(3)|分量少(10),10:00-24:00
深圳餐厅|蛇口|火锅|牛肉火锅,9.0,8.5,顶真牛肉潮式火锅(湾厦店),准五星商户,91,8.7,113.934691,324条评论,65558300,蛇口街道后海大道1027号东南工贸大厦一楼,22.48991,回头客(15)|牛肉赞(32)|分量足(6)|味道赞(50)|菜品不错(6)|环境优雅(28)|服务热情(46)|火锅(26)|午餐(8)|价格高(9),11:30-02:00 周一至周日
深圳餐厅|白石洲|火锅,6.5,6.5,柴火鸡醉鹅,三星商户,,6.5,113.96781,2条评论,67873015,白石洲东1坊102号,22.535645,,尚无营业时间
深圳餐厅|西丽|火锅|牛肉火锅,0.0,0.0,海银海记潮汕牛肉火锅(南山店),三星商户,90,0.0,113.973785,1条评论,73562434,南山桃源街道龙珠四路金谷创业园D栋1楼,22.561482,,11:00-23:00 周一至周日
深圳餐厅|白石洲|火锅,6.5,6.2,富源牛肉店,三星商户,47,6.3,113.96856,10条评论,3354553,白石洲沙河街下白石新村,22.543417,,11:00-02:00
深圳餐厅|南山中心区|火锅|四川火锅,6.3,6.4,三锅演义,三星商户,61,6.3,113.922661,21条评论,5417396,南山大道1157-5号(海德二道与南山大道交叉口西北角，南山派出所旁),22.522283,,10:00-02:00
深圳餐厅|南头|火锅|牛肉火锅,6.5,6.8,潮汕牛肉粿汤,三星商户,,6.3,113.918378,2条评论,73193765,南新路2219,22.529775,,09:00-23:30 周一至周日
深圳餐厅|白石洲|火锅,6.7,6.7,一品狗羊鸡煲,三星商户,,6.7,113.96895426432,2条评论,17191210,白石洲沙河路,22.540959201389,,尚无营业时间
深圳餐厅|西丽|火锅,6.7,7.0,回味猪肚鸡,三星商户,,6.7,113.984892,2条评论,23509585,桃源街道塘兴路115号(众兴旅馆对面),22.587824,,10:00-00:00
深圳餐厅|西丽|火锅,7.5,6.6,佳味牛肉店,三星商户,,7.0,113.97396,5条评论,10619452,龙井路36号(龙井大厦),22.55923,,尚无营业时间
深圳餐厅|白石洲|火锅,6.8,6.8,八座餐饮管理有限公司,三星商户,,6.8,113.968888,1条评论,45428540,白石洲金三角大厦8楼805-806,22.54016,,尚无营业时间
深圳餐厅|前海|火锅,7.2,7.2,益记清远鸡煲,准四星商户,,7.2,113.916264,2条评论,58969450,南山街道大板桥巷66号,22.526515,,尚无营业时间
深圳餐厅|南头|其他|其他中餐,7.5,7.5,拾味馆(欢乐颂店),准四星商户,75,7.8,113.920889,1413条评论,4551567,南新路3030号欢乐颂购物中心4楼,22.535548,回头客(40)|约会圣地(8)|肉类好(16)|分量足(31)|菜品不错(51)|味道赞(155)|环境优雅(72)|饮品赞(3)|服务热情(129)|性价比高(57),午市 10:00-21:30 周一至周日
深圳餐厅|前海|火锅|牛肉火锅,7.0,6.8,潮腾汕头牛肉火锅城(南山店),准四星商户,78,6.9,113.927911,46条评论,69186634,学府路与南光路交界处,22.526976,,11:00-02:00
深圳餐厅|西丽|火锅,7.7,7.1,胡须佬鸡煲(龙珠大道店),准四星商户,62,6.8,113.983656,134条评论,6260694,龙珠大道桃源村香榭峰景苑1楼(面点王旁),22.559513,,11:00-01:00
深圳餐厅|南头|火锅,7.8,7.8,心悦雅姥家大锅台,准四星商户,76,8.0,113.925241,118条评论,43630535,南头街道玉泉路89号2栋,22.545311,回头客(3)|肉类好(11)|菜品不错(3)|味道赞(16)|环境优雅(9)|服务热情(10)|体验好(4)|价格实惠(3)|午餐(3),09:30-23:00 周一至周日
深圳餐厅|香蜜湖|火锅|牛肉火锅,7.8,7.6,汕头潮品会牛肉店,准四星商户,76,7.6,114.00935,46条评论,57597248,安托山六路侨乡雅居6号商铺,22.547048,牛肉赞(6)|分量足(3)|味道赞(6)|服务热情(6)|火锅(4)|价格高(3),09:00-22:30 周一至周日
深圳餐厅|前海|火锅,8.0,7.6,毛哥老鸭汤(南山大道店),四星商户,55,7.4,113.922696,365条评论,523863,南山大道1153-7号天源大厦112号,22.522118,回头客(27)|分量足(12)|味道赞(56)|菜品不错(3)|服务热情(39)|性价比高(12)|体验好(4)|火锅(22)|环境一般(10)|午餐(4),11:00-24:00
深圳餐厅|欢乐海岸|火锅|四川火锅,7.1,7.0,汪氏毛椒火辣(欢乐海岸店),准四星商户,70,7.5,113.992763,43条评论,68600033,滨海大道欢乐海岸2B栋二楼(中影国际影城旁),22.522579,,尚无营业时间
深圳餐厅|西丽|火锅,8.1,7.9,火胖子肥肠煲(西丽店),四星商户,100,7.7,113.951649,217条评论,18258352,西丽镇新围腾飞苑110号铺(西丽地铁站F出口前行100米),22.581177,回头客(14)|分量足(9)|菜品不错(7)|味道赞(37)|服务热情(22)|性价比高(6)|体验好(5)|环境一般(9)|烤鱼(3)|火锅(3),9:30-2:00 周一至周日
深圳餐厅|南头|火锅|牛肉火锅,7.3,6.9,汕头幸运牛牛肉火锅店(桃园店),准四星商户,71,7.8,113.918177,34条评论,69184885,桃园路122号前海金岸大厦(苏宁易购旁，大新地铁站D出口东150米),22.532738,牛肉赞(6)|味道赞(6)|性价比高(4)|环境优雅(3)|服务热情(4)|火锅(3),10:30-23:30 周一至周日
深圳餐厅|南头|火锅,7.4,7.9,张妈台式锅烧(桂庙新村店),准四星商户,39,6.9,113.933077,118条评论,8000674,学府路桂庙新村35-1-21号,22.525847,菜品不错(4)|味道赞(13)|服务热情(24)|性价比高(4)|价格实惠(3)|体验好(3)|江河湖海鲜(20)|火锅(11)|午餐(3),10:30-21:00
深圳餐厅|白石洲|火锅,7.5,7.1,野妹火锅(白石洲店),准四星商户,38,7.5,113.97,176条评论,3331360,沙河街下白石坊三坊71号(近沙河医院),22.54176,回头客(8)|菜品不错(5)|味道赞(19)|价格实惠(17)|环境优雅(16)|服务热情(21)|性价比高(8)|体验好(5)|朋友聚餐(4),10:00-次日凌晨2:00
深圳餐厅|南油|火锅|牛肉火锅,8.5,8.8,潮汕知味鲜牛肉火锅店(南山店),准五星商户,72,8.7,113.918565,15条评论,68048051,桂庙路西海花园A栋169号,22.523014,,10:30-1:00 周一至周日
深圳餐厅|西丽|火锅,8.5,9.0,园闰椰子鸡(珠光村店),准五星商户,76,7.9,113.95982,82条评论,45324700,珠光村近宝珠花园(华润万家对面),22.57116,肉类好(10)|分量足(16)|菜品不错(7)|味道赞(26)|服务热情(35)|环境优雅(7)|体验好(4)|椰子鸡(34)|煲仔饭(32)|沙拉(4),尚无营业时间
深圳餐厅|前海|火锅,7.9,7.1,椰林春天(前海店),准四星商户,95,7.7,113.913959,697条评论,6068974,东滨路城市山林花园一期B-B01(近南山村),22.511447,回头客(43)|肉类好(22)|点心好(3)|味道赞(103)|环境优雅(72)|菜品不错(11)|服务热情(78)|性价比高(32)|停车方便(5),11:00-23:00 周一至周日
深圳餐厅|蛇口|火锅|牛肉火锅,7.8,7.3,蔡记汕头鲜牛肉火锅,四星商户,71,7.2,113.932098,48条评论,45554879,近海路69号(近半岛花园小区西门),22.498443,,尚无营业时间
深圳餐厅|白石洲|火锅|鱼火锅,7.8,7.6,喔喔鸡煲石锅鱼(京基百纳店),四星商户,66,7.7,113.968515,197条评论,22727675,京基百纳广场御景东方花园裙楼106B(一楼天虹侧门红树街55号),22.531466,回头客(6)|肉类好(4)|分量足(8)|味道赞(40)|菜品不错(4)|性价比高(9)|环境优雅(8)|服务热情(19)|价格实惠(7),尚无营业时间
深圳餐厅|白石洲|火锅|四川火锅,7.7,7.4,重庆朵儿老火锅(白石洲店),准四星商户,109,7.5,113.967107,490条评论,22421720,白石洲西二坊40号石洲中路公交站对面(世纪村对面),22.532764,回头客(12)|上菜快(5)|菜品不错(25)|味道赞(56)|服务热情(46)|性价比高(12)|环境优雅(6)|体验好(5)|深夜食堂(4),11:30--2:30
深圳餐厅|南山区|火锅|老北京火锅,7.5,7.4,原羊道铜火锅,准四星商户,109,7.5,113.960848,15条评论,69810997,西丽留仙大道创客美食汇1楼,22.580374,,尚无营业时间
深圳餐厅|科技园|火锅|涮涮锅,7.8,7.7,小黑牛涮涮锅(科技园店),四星商户,79,8.0,113.952176,375条评论,18417861,粤海街道高新园高新南四路创维半导体大厦3楼(高新园航天科技大厦附近),22.536547,回头客(17)|上菜快(3)|牛肉赞(4)|饮品赞(4)|味道赞(33)|菜品不错(8)|服务热情(44)|环境优雅(18)|性价比高(15)|体验好(6),11:00-21:00，2016年5月1日休假，望理解，谢谢
深圳餐厅|南头|火锅|牛肉火锅,8.2,7.5,潮沅牛肉店(南头老店),四星商户,57,7.7,113.92367,107条评论,525134,南山大道北3120号,22.545025,回头客(5)|牛肉赞(9)|分量足(6)|味道赞(13)|服务热情(10)|性价比高(4)|火锅(13)|午餐(7)|环境一般(4),07:00——01:00
深圳餐厅|南头|火锅,8.0,7.8,文记潮丰鲜牛肉火锅城(南山店),四星商户,87,8.0,113.92298,261条评论,37944805,南山街道南山大道2011-3(南航公司正对面),22.52567,回头客(8)|牛肉赞(28)|分量足(8)|菜品不错(8)|味道赞(34)|服务热情(37)|价格实惠(10)|性价比高(11)|环境优雅(8),11:00-凌晨3:30
深圳餐厅|南山区|火锅,7.7,7.6,秀色野菌椰子鸡音乐主题餐厅,四星商户,111,8.2,113.915833,27条评论,69419112,太子路蛇口海上世界船前广场一楼(星美乐旁),22.482921,,尚无营业时间
